application_id,percent_adv_payout_usd
3173,0.157736434138314
36857,0.283771879686102
23924,0.283771879686102
23924,0.292417603847154
23924,0.335646224652417
3173,0.157736434138314
23924,0.10019433666642
23924,0.10019433666642
123684,0.413313646699206
117877,0.100818750078051
23924,0.413313646699206
38647,0.292417603847154
123923,0.100818750078051
23924,0.10019433666642
38647,0.10019433666642
23924,0.335646224652417
23924,0.263214268903155
3173,0.413313646699206
16625,0.263214268903155
23924,0.10019433666642
23924,0.283771879686102
23924,0.10019433666642
3173,0.283771879686102
3173,0.263214268903155
3173,0.335646224652417
3173,0.283771879686102
23924,0.163692377449261
3173,0.283771879686102
121646,0.283771879686102
23924,0.283771879686102
3173,0.283771879686102
23924,0.263214268903155
23924,0.335646224652417
23924,0.283771879686102
123623,0.283771879686102
23924,0.154806494283735
23924,0.283771879686102
23924,0.10019433666642
121768,0.10019433666642
23924,0.413313646699206
3173,0.163692377449261
3173,0.283771879686102
3173,0.163692377449261
23924,0.163692377449261
3173,0.263214268903155
123339,0.10019433666642
124009,0.335646224652417
3173,0.283771879686102
40647,0.283771879686102
23924,0.154806494283735
23924,0.100818750078051
122951,0.283771879686102
123554,0.292417603847154
39217,0.335646224652417
3173,0.292417603847154
3173,0.283771879686102
3173,0.154806494283735
3173,0.335646224652417
3173,0.100818750078051
3173,0.283771879686102
3173,0.157736434138314
3173,0.292417603847154
3173,0.335646224652417
3173,0.100818750078051
3173,0.283771879686102
3173,0.154806494283735
3173,0.283771879686102
123548,0.283771879686102
23924,0.163692377449261
3173,0.413313646699206
3173,0.283771879686102
3173,0.283771879686102
3173,0.10019433666642
3173,0.292417603847154
3173,0.157736434138314
3173,0.283771879686102
3173,0.283771879686102
3173,0.263214268903155
3173,0.292417603847154
3173,0.10019433666642
3173,0.283771879686102
3173,0.10019433666642
3173,0.283771879686102
3173,0.335646224652417
3173,0.154806494283735
3173,0.283771879686102
3173,0.283771879686102
3173,0.10019433666642
23924,0.283771879686102
124089,0.283771879686102
23924,0.387760728623206
124145,0.157736434138314
23924,0.263214268903155
3173,0.283771879686102
3173,0.283771879686102
23924,0.100818750078051
123548,0.100818750078051
3173,0.100818750078051
3173,0.292417603847154
3173,0.283771879686102
3173,0.10019433666642
3173,0.283771879686102
3173,0.100818750078051
3173,0.10019433666642
23924,0.10019433666642
23924,0.387760728623206
23924,0.283771879686102
3173,0.10019433666642
23924,0.292417603847154
3173,0.335646224652417
3173,0.10019433666642
3173,0.100818750078051
3173,0.157736434138314
3173,0.292417603847154
3173,0.292417603847154
3173,0.413313646699206
23924,0.292417603847154
3173,0.263214268903155
3173,0.154806494283735
3173,0.283771879686102
3173,0.335646224652417
23924,0.413313646699206
3173,0.413313646699206
3173,0.283771879686102
3173,0.263214268903155
123921,0.283771879686102
3173,0.10019433666642
3173,0.283771879686102
3173,0.283771879686102
3173,0.10019433666642
3173,0.263214268903155
3173,0.335646224652417
3173,0.163692377449261
3173,0.283771879686102
3173,0.154806494283735
3173,0.263214268903155
3173,0.283771879686102
3173,0.154806494283735
3173,0.292417603847154
3173,0.10019433666642
3173,0.283771879686102
3173,0.154806494283735
3173,0.100818750078051
3173,0.283771879686102
3173,0.283771879686102
3173,0.100818750078051
3173,0.283771879686102
3173,0.283771879686102
3173,0.283771879686102
3173,0.283771879686102
3173,0.10019433666642
