application_id,percent_adv_payout_usd
23924,0.335646224652417
3173,0.283771879686102
3173,0.100818750078051
23924,0.10019433666642
3173,0.154806494283735
3173,0.283771879686102
3173,0.283771879686102
3173,0.100818750078051
123921,0.263214268903155
3173,0.387760728623206
3173,0.283771879686102
3173,0.387760728623206
3173,0.413313646699206
3173,0.292417603847154
3173,0.163692377449261
3173,0.283771879686102
3173,0.283771879686102
3173,0.10019433666642
3173,0.10019433666642
3173,0.157736434138314
3173,0.413313646699206
3173,0.335646224652417
3173,0.10019433666642
3173,0.10019433666642
3173,0.283771879686102
3173,0.263214268903155
3173,0.292417603847154
3173,0.283771879686102
23924,0.263214268903155
23924,0.10019433666642
3173,0.292417603847154
3173,0.283771879686102
3173,0.413313646699206
3173,0.335646224652417
3173,0.263214268903155
3173,0.335646224652417
3173,0.283771879686102
3173,0.100818750078051
3173,0.283771879686102
3173,0.163692377449261
3173,0.292417603847154
3173,0.283771879686102
3173,0.283771879686102
3173,0.413313646699206
3173,0.283771879686102
3173,0.100818750078051
3173,0.283771879686102
3173,0.283771879686102
23924,0.283771879686102
123661,0.283771879686102
23924,0.387760728623206
23924,0.283771879686102
45203,0.283771879686102
3173,0.292417603847154
123165,0.283771879686102
23924,0.292417603847154
23924,0.292417603847154
3173,0.154806494283735
3173,0.100818750078051
23924,0.263214268903155
3173,0.283771879686102
3173,0.413313646699206
3173,0.100818750078051
3173,0.10019433666642
3173,0.10019433666642
3173,0.283771879686102
3173,0.283771879686102
3173,0.292417603847154
3173,0.10019433666642
123167,0.413313646699206
3173,0.157736434138314
3173,0.10019433666642
3173,0.157736434138314
3173,0.10019433666642
3173,0.335646224652417
3173,0.283771879686102
3173,0.100818750078051
3173,0.10019433666642
3173,0.10019433666642
3173,0.283771879686102
3173,0.413313646699206
23924,0.335646224652417
3173,0.283771879686102
3173,0.283771879686102
3173,0.263214268903155
3173,0.283771879686102
3173,0.10019433666642
3173,0.100818750078051
3173,0.154806494283735
3173,0.10019433666642
3173,0.283771879686102
3173,0.100818750078051
3173,0.263214268903155
3173,0.335646224652417
3173,0.10019433666642
3173,0.283771879686102
3173,0.163692377449261
3173,0.10019433666642
3173,0.283771879686102
3173,0.157736434138314
39217,0.283771879686102
39217,0.163692377449261
3173,0.283771879686102
3173,0.263214268903155
23924,0.154806494283735
3173,0.154806494283735
3173,0.10019433666642
3173,0.283771879686102
23924,0.100818750078051
3173,0.335646224652417
3173,0.292417603847154
3173,0.413313646699206
124009,0.292417603847154
3173,0.283771879686102
3173,0.10019433666642
23924,0.283771879686102
123921,0.292417603847154
110226,0.292417603847154
3173,0.292417603847154
121277,0.283771879686102
3173,0.283771879686102
3173,0.413313646699206
3173,0.413313646699206
3173,0.163692377449261
3173,0.163692377449261
3173,0.283771879686102
3173,0.154806494283735
3173,0.283771879686102
